journal,title,year,nchar,is_empty,is_abstract,r_did,r_rdd,r_internet,r_ols,r_arch,r_natexp,r_financialcrisis,r_identification,r_data,r_bigdata,r_admin,r_ml,r_python
Essays in Economic and Business History,STEADY CUSTOMS DUTIES IN THE “DAOGUANG DEPRESSION”,2013,625,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE REAL BOTTOM LINE: A HISTORY OF BUSINESS EXECUTIVES MOVE FOR VIETNAM PEACE,2013,69506,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,The Eclipse of the ‘Elegant Economy’: The Impact of the Second World War on Attitudes to Personal Finance in Britain. By Martin Cohen. Farnham: Ashgate. 2012. 235 pages.,2013,6314,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History, SOMETIMES THE HORSE WILL DRINK AND SOMETIMES IT WON’T: MONETIZING THE RECOVERIES FROM THE GREAT DEPRESSION AND THE GREAT RECESSION,2013,75917,False,False,0,0,0,0,0,0,1,0,6,0,0,0,0
Essays in Economic and Business History,"America’s First Great Depression: Economic Crisis and Political Disorder after the Panic of 1837. By Alasdair Roberts. Cornell University Press, 2012. 264 pages.",2013,7726,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Polygon of Satan: Ethnic Traumas and Conflicts in the Caucasus, 2nd Edition. By Anatoly Isaenko. Dubuque, IA: Kendall Hunt, 2011. 418 Pages.",2013,7089,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Lo social y lo económico: ¿Dos caras de una misma moneda? La Fundación Social y sus empresas (1984-2010). [The Social and the Economic: Two Sides of the Same Coin? The Social Foundation and its Companies (1984-2010).] By José Camilo Dávila L. de Guevara,",2013,7967,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Lo social y lo económico: ¿Dos caras de una misma moneda? La Fundación Social y sus empresas (1984-2010). [The Social and the Economic: Two Sides of the Same Coin? The Social Foundation and its Companies (1984-2010).] By José Camilo Dávila L. de Guevara,",2013,7967,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SEARCHING FOR THE BIG DIE-OFF: AN EVENT STUDY OF 19TH CENTURY CATTLE MARKETS,2013,42434,False,False,0,0,0,0,1,0,0,0,11,0,0,0,0
Essays in Economic and Business History,"Editorial Board, The EBHS Officers and Trustees 2012-2013",2013,2711,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2013,4173,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SOMETIMES THE HORSE WILL DRINK AND SOMETIMES IT WON’T: MONETIZING THE RECOVERIES FROM THE GREAT DEPRESSION AND THE GREAT RECESSION,2013,75917,False,False,0,0,0,0,0,0,1,0,6,0,0,0,0
Essays in Economic and Business History,Editor's Notes,2013,4153,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"REDUCING, RE-DEFINING AND RETAINING: THE STRUGGLE TO MAINTAIN A STABLE WORKFORCE AND SERVICE IN THE BRITISH POST OFFICE DURING THE SECOND WORLD WAR",2013,68723,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Towers of Gold: How One Jewish Immigrant Named Isaias Hellman Created California. By Frances Dinkelspiel. New York: St. Martin’s Press. 2009. 376 Pages.,2013,6947,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,A Benefit-Function Approach to Studying Market Power: An Application to the U.S. Yogurt Market,2013,60847,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Polarized Preferences in Homegrown Value Auctions,2013,57186,False,False,0,0,3,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Dairy Farmer Policy Preferences,2013,37378,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Price- and Policy-Induced Innovations: The Case of U.S. Biofuel,2013,49032,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Considerations in Work Choices of U.S. Farm Households: The Role of Health Insurance,2013,45526,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,The Effect of a Target Zone on the Stabilization of Agricultural Prices and Farmers' Nominal Income,2013,85723,False,False,0,0,0,0,0,0,0,0,47,0,0,0,0
Journal of Agricultural and Resource Economics,Revealed Demand for Country-of-Origin Labeling of Meat in the United States,2013,68016,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Ex Ante Economic Impact Analysis of Novel Traits in Canola,2013,59279,False,False,0,0,0,11,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,Do Residual Development Options Increase Preserved Farmland Values?,2013,76569,False,False,0,0,0,1,0,0,0,0,53,0,0,0,0
Journal of Agricultural and Resource Economics,Valuing New Random Genetically Modified (GM) Traits in Corn,2013,54133,False,False,0,0,0,0,0,0,0,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,Willingness to Pay for Pesticides' Environmental Features and Social Desirability Bias: The Case of Apple and Pear Growers,2013,6708,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Measuring Environmental Quality: Ecosystem Services or Human Health Effects,2013,55971,False,False,0,0,0,0,0,0,0,0,25,0,0,0,0
Journal of Agricultural and Resource Economics,Do Agricultural Subsidies Affect the Labor Allocation Decision? Comparing Parametric and Semiparametric Methods,2013,56156,False,False,0,0,0,17,0,0,0,0,48,0,0,0,0
Journal of Agricultural and Resource Economics,The Impacts of U.S. Horse Slaughter Plant Closures on a Western Regional Horse Market,2013,42851,False,False,0,0,0,0,0,0,0,0,32,0,0,0,0
Journal of Agricultural and Resource Economics,A Nested Test for Common Yield Distributions with Applications to U.S. Corn,2013,30257,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Consequences of Pierce's Disease and Related Policy in the California Winegrape Industry,2013,65344,False,False,0,0,4,0,0,0,0,0,26,0,0,0,0
Journal of Agricultural and Resource Economics,"Japanese Consumers' Valuation of Rice and Pork from Domestic, U.S., and Other Origins",2013,50867,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Yield Guarantees and the Producer Welfare Benefits of Crop Insurance,2013,783,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Effects of Cost and Campaign Advertising on Support for California's Proposition 37,2013,68974,False,False,0,0,0,4,0,0,0,0,38,0,0,0,0
Journal of Agricultural and Resource Economics,A Meta-Analysis of Geographical Indication Food Valuation Studies: What Drives the Premium for Origin-Based Labels?,2013,47814,False,False,0,0,0,0,0,0,0,0,30,0,0,0,0
Journal of Agricultural and Resource Economics,Decomposing Productivity and Efficiency among Western Australian Grain Producers,2013,71703,False,False,0,0,13,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,The Economic Impact of Services provided by an Electronic Trade Platform: The Case of MarketMaker,2013,60233,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,"Consumer Preferences for Tomatoes: The Influence of Local, Organic, and State Program Promotions by Purchasing Venue",2013,68582,False,False,0,0,7,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,Consumer Preferences for Verified Pork-Rearing Practices in the Production of Ham Products,2013,46483,False,False,0,0,0,0,0,0,0,0,27,0,0,0,0
Journal of Agricultural and Resource Economics,Grocery-Retailer Pricing Behavior with Implications for Farmer Welfare,2013,84429,False,False,0,0,4,0,0,0,0,0,33,0,0,0,0
Journal of Agricultural and Resource Economics,Consumer Attitudes toward Farm-Animal Welfare: The Case of Laying Hens,2013,73981,False,False,0,0,0,0,0,0,0,0,32,0,0,0,0
Journal of Agricultural and Resource Economics,Factors Affecting Cow-Calf Herd Performance and Greenhouse Gas Emissions,2013,44792,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Measuring grade inflation and grade divergence accounting for student quality,2014,35731,False,False,0,0,0,1,0,0,0,0,19,0,0,0,0
Cogent Economics & Finance,On the dynamics of international stock market efficiency,2014,27997,False,False,0,0,0,0,3,0,0,0,18,0,0,0,0
Cogent Economics & Finance,Banking concentration and developments in FYROM: A country in transition,2014,35621,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,Cointegration and causality analysis of dynamic linkage between stock market and equity mutual funds in Australia,2014,45640,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Cogent Economics & Finance,Do (successful) stock exchanges support or hinder institutions in transition economies?,2014,47606,False,False,0,0,0,0,0,0,0,0,26,0,0,0,0
Cogent Economics & Finance,Impact of exchange rate depreciation on the balance of payments: Empirical evidence from Nigeria,2014,41624,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Cogent Economics & Finance,How to obtain high returns with lower volatility in emerging markets?,2014,15272,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Cogent Economics & Finance,"Cross-listing, managerial compensation and corporate governance",2014,41181,False,False,0,0,0,2,0,0,0,0,4,0,0,0,0
Cogent Economics & Finance,A theoretical analysis of the effectiveness of sustainable development assistance on environmental quality,2014,26452,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Application of integrated data mining techniques in stock market forecasting,2014,38637,False,False,0,0,0,0,0,0,0,0,52,0,0,0,0
Cogent Economics & Finance,Volterra equation for pricing and hedging in a regime switching market,2014,22574,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Cogent Economics & Finance,An intervention analysis on the Tokyo Grain Exchange non-genetically modified and conventional soybean futures markets,2014,21213,False,False,0,0,0,0,0,0,0,1,12,0,0,0,0
Cogent Economics & Finance,"Harrod, Balassa, and Samuelson (re)visit Eastern Europe",2014,33334,False,False,0,0,0,23,0,0,0,0,43,0,0,0,0
Cogent Economics & Finance,Environmental taxation in Europe: What does it depend on?,2014,21378,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,"The effects of improved maize technology on household welfare in Buruku, Benue State, Nigeria",2014,27237,False,False,0,0,0,10,0,0,0,0,9,0,0,0,0
Cogent Economics & Finance,The management of price risk in Iranian dates: An application of futures instruments,2014,24550,False,False,0,0,0,9,35,0,0,0,4,0,0,0,0
Cogent Economics & Finance,"Overnight Index Rate: Model, calibration and simulation",2014,16298,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Cogent Economics & Finance,Is it environmentally desirable to encourage public transport through taxes? Evidence for Spanish households,2014,13732,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Cogent Economics & Finance,Effects of vacation properties on local education budgets,2014,25776,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Cogent Economics & Finance,"Mechanism of formation of the company optimal capital structure, different from suggested by trade off theory",2014,25742,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Pre-open call auction and price discovery: Evidence from India,2014,28929,False,False,0,0,0,3,0,0,0,0,12,0,0,0,0
Cogent Economics & Finance,Simulating the market coefficient of relative risk aversion,2014,16758,False,False,0,0,0,0,1,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Determinants of health insurance and hospitalization,2014,62080,False,False,0,0,0,0,0,0,0,0,49,0,0,0,0
Cogent Economics & Finance,Evaluating the performance of university course units using data envelopment analysis,2014,54216,False,False,0,0,0,0,0,0,0,0,28,0,0,0,0
Cogent Economics & Finance,Advances in the mathematization process of Brazilian Academic Studies in Economics since the 1980s,2014,37289,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Cogent Economics & Finance,The contribution of international trade to economic growth through human capital accumulation: Evidence from nine Asian countries,2014,36810,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Cogent Economics & Finance,Corporate governance ratings as a means to reduce asymmetric information,2014,44557,False,False,0,0,0,0,0,0,0,0,51,0,0,0,0
Cogent Economics & Finance,"Which is the optimal fiscal rule in a monetary union? Targeting the structural, the global budgetary deficit, or the public debt?",2014,59579,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Decomposing the misery index: A dynamic approach,2014,16348,False,False,0,0,0,0,0,0,2,0,2,0,0,0,0
Cogent Economics & Finance,Modeling international stock market contagion using multivariate fractionally integrated APARCH approach,2014,56316,False,False,0,0,0,0,97,1,0,2,9,0,0,0,0
Cogent Economics & Finance,What do you do when the binomial cannot value real options? The LSM model,2014,37527,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Cogent Economics & Finance,Inter-organizational linkages and resource dependence,2014,40858,False,False,0,0,0,0,0,0,0,0,37,0,0,0,0
Cogent Economics & Finance,Disparities in earnings and education in India,2014,41233,False,False,0,0,0,8,0,0,0,1,7,0,0,0,0
Cogent Economics & Finance,Do football teams learn from changing coaches? A test of the deceleration hypothesis,2014,23458,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Cogent Economics & Finance,The impact of ownership structure on bank productivity and efficiency: Evidence from semi-parametric Malmquist Productivity Index,2014,54498,False,False,0,0,0,0,0,0,0,0,27,0,0,0,0
Cogent Economics & Finance,"Ambiguity, ambiguity aversion and stores of value: The case of Argentina",2014,22472,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Japanese subsidiaries in the European Union: Entry modes and performance,2014,22558,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Cogent Economics & Finance,Government-sponsored microfinance program: Joint liability vs. individual liability,2014,26337,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Capital and innovation aggregation with environmental pressure: An optimal evolution,2014,43051,False,False,0,0,0,0,0,0,0,0,27,0,0,0,0
Cogent Economics & Finance,Forecasting spot prices in bulk shipping using multivariate and univariate models,2014,57942,False,False,0,0,1,0,79,0,0,1,17,0,0,0,0
Cogent Economics & Finance,"CEO’s commitment bias, ownership concentration, and innovation decision: Behavioral management of CEO’s discretion",2014,59699,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Cogent Economics & Finance,Aumann and Serrano’s economic index of risk for sums of gambles,2014,10511,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Is a night better than a day: Empirical evidence,2014,25566,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,"Consumption, investment and unemployment: SVAR tests of the effects of changes in the consumption-saving pattern",2014,14367,False,False,0,0,1,0,0,0,4,0,3,0,0,0,0
Cogent Economics & Finance,"Cognitive governance, cognitive mapping and cognitive conflicts: Structural analysis with the MICMAC method",2014,27077,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,The nonlinear impact of government consumption expenditure on economic growth: Evidence from low and low-middle income countries,2014,42983,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Cogent Economics & Finance,Foreign direct investment and liberalization policies in Pakistan: An empirical analysis,2014,34997,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Essays in Economic and Business History,"Broich, John. London: Water and the Making of the Modern City. Pittsburg: University of Pittsburgh Press, 2013. 214 Pp.",2014,9595,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE EVOLUTION OF GARNISHMENT AND WAGE ASSIGNMENT LAW IN ILLINOIS,2014,62273,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"Lepenies, Philipp. Die Macht der einen Zahl: Eine politische Geschichte des Bruttoinlandsprodukts. [The Power of One Number: A Political History of Gross Domestic Product.] Berlin: Suhrkamp, 2013. 186 Pp.",2014,9410,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,"Roberts, Richard. Saving the City: The Great Financial Crisis of 1914. Oxford: Oxford University Press, 2013. 301 Pp.",2014,9271,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE ORIGINS OF THE CASHLESS SOCIETY: CASH DISPENSERS, DIRECT TO ACCOUNT PAYMENTS AND THE DEVELOPMENT OF ON-LINE REAL-TIME NETWORKS, C.1965-1985",2014,88454,False,False,0,0,0,0,0,0,0,2,19,0,0,0,0
Essays in Economic and Business History,DISCRIMINATING BETWEEN TARIFF BILL-BASED THEORIES OF THE STOCK MARKET CRASH OF 1929 USING EVENT STUDY DATA,2014,42594,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Essays in Economic and Business History,DISCRIMINATING BETWEEN TARIFF BILL-BASED THEORIES OF THE STOCK MARKET CRASH OF 1929 USING EVENT STUDY DATA,2014,42594,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Essays in Economic and Business History,"Millard, André. Beatlemania: Technology, Business, and Teen Culture in Cold War America. Baltimore: Johns Hopkins University Press, 2012. 223 Pp.",2014,9670,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Editorial Board, The EBHS Officers and Trustees 2013-2014",2014,2840,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2014,4236,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,Editor's Notes and EBHS President's Report 2013,2014,6379,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Peskin, Lawrence A. and Edmund Wehrle. America and the World: Culture, Commerce, Conflict. Baltimore: Johns Hopkins University Press, 2012. 302 Pp.",2014,10120,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Traflet, Janice M. A Nation of Small Shareholders: Marketing Wall Street after World War II. Baltimore, John Hopkins University Press, 2013. 242 Pp.",2014,9124,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"Lepenies, Philipp. Die Macht der einen Zahl: Eine politische Geschichte des Bruttoinlandsprodukts. [The Power of One Number: A Political History of Gross Domestic Product.] Berlin: Suhrkamp, 2013. 186 Pp.",2014,9410,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
